Date,Close/Last,Volume,Open,High,Low
06/22/2023,$260.31,740818,$260.52,$261.01,$258.77
06/21/2023,$258.89,952086,$258.78,$259.93,$256.715
06/20/2023,$258.46,957053,$261.36,$262.30,$258.055
06/16/2023,$260.72,1577162,$262.00,$263.29,$260.27
06/15/2023,$260.86,943866,$261.24,$261.77,$259.49
06/14/2023,$260.59,871429,$257.70,$261.24,$256.42
06/13/2023,$257.73,1179073,$254.23,$257.83,$253.31
06/12/2023,$255.19,913914,$256.21,$256.54,$253.09
06/09/2023,$255.82,691123,$253.89,$256.94,$253.47
06/08/2023,$255.12,794499,$253.22,$255.18,$252.00
06/07/2023,$253.20,1268695,$253.00,$255.937,$251.615
06/06/2023,$255.29,955064,$260.53,$261.19,$254.06
06/05/2023,$259.48,1100888,$260.82,$261.93,$257.31
06/02/2023,$260.91,991895,$257.87,$261.64,$257.87
06/01/2023,$259.66,1139027,$260.38,$261.28,$258.49
05/31/2023,$259.70,1779209,$257.65,$259.9693,$256.17
05/30/2023,$256.37,1414245,$255.70,$258.065,$255.01
05/26/2023,$257.72,1142384,$260.10,$261.47,$256.54
05/25/2023,$260.38,1673805,$262.88,$263.375,$258.82
05/24/2023,$262.47,940387,$262.56,$263.90,$260.77
05/23/2023,$262.42,1369691,$262.51,$263.085,$259.225
05/22/2023,$262.88,1274803,$266.00,$266.96,$260.00
05/19/2023,$266.04,1261120,$267.06,$267.25,$264.4307
05/18/2023,$266.84,1010939,$265.61,$267.00,$264.25
05/17/2023,$267.50,1167353,$269.63,$269.63,$264.87
05/16/2023,$269.23,906399,$269.94,$270.52,$266.61
05/15/2023,$270.46,677956,$274.58,$274.58,$270.11
05/12/2023,$274.58,644390,$275.12,$275.62,$273.21
05/11/2023,$274.78,652730,$274.70,$275.045,$272.22
05/10/2023,$274.12,776548,$273.49,$274.34,$272.21
05/09/2023,$274.08,902972,$275.65,$275.89,$273.60
05/08/2023,$274.77,589530,$273.58,$275.74,$272.00
05/05/2023,$275.33,727978,$273.46,$275.58,$273.08
05/04/2023,$274.64,887169,$274.65,$275.00,$272.81
05/03/2023,$274.21,1104642,$275.77,$276.71,$273.4364
05/02/2023,$274.30,1443167,$276.50,$276.50,$272.38
05/01/2023,$276.35,1179904,$274.12,$276.8805,$273.41
04/28/2023,$273.06,1129899,$271.50,$273.1992,$269.7001
04/27/2023,$273.33,1818480,$264.27,$273.42,$263.71
04/26/2023,$261.75,1237199,$262.98,$263.36,$260.98
04/25/2023,$262.98,1013903,$261.38,$264.04,$261.01
04/24/2023,$261.00,735154,$261.36,$262.315,$260.00
04/21/2023,$260.85,873077,$262.12,$262.64,$259.8915
04/20/2023,$260.42,753684,$258.16,$260.545,$257.94
04/19/2023,$257.30,835689,$260.60,$260.83,$257.17
04/18/2023,$259.60,659740,$258.85,$260.00,$257.97
04/17/2023,$259.03,787538,$257.16,$259.15,$256.65
04/14/2023,$256.28,806074,$256.99,$257.495,$255.77
04/13/2023,$258.00,738628,$257.94,$258.80,$256.325
04/12/2023,$258.61,818406,$257.32,$259.91,$256.79
04/11/2023,$259.14,612043,$258.89,$260.235,$258.75
04/10/2023,$258.75,538316,$259.20,$259.60,$257.415
04/06/2023,$259.87,986343,$259.93,$261.17,$258.00
04/05/2023,$259.43,1323447,$259.26,$261.02,$258.715
04/04/2023,$258.07,1001200,$256.84,$258.52,$256.60
04/03/2023,$257.16,817873,$254.00,$257.77,$252.795
03/31/2023,$254.41,764855,$254.16,$255.05,$253.33
03/30/2023,$253.29,641257,$251.69,$253.65,$251.37
03/29/2023,$252.60,984276,$253.93,$254.85,$251.92
03/28/2023,$252.90,977843,$251.34,$253.97,$251.34
03/27/2023,$250.90,1232734,$248.83,$251.13,$248.68
03/24/2023,$247.86,1587305,$245.43,$248.325,$244.42
03/23/2023,$243.98,856343,$243.23,$245.46,$242.73
03/22/2023,$242.74,823662,$243.16,$245.24,$242.21
03/21/2023,$243.19,1047478,$244.18,$244.945,$241.591
03/20/2023,$244.54,1586497,$243.79,$244.82,$242.24
03/17/2023,$243.15,2097362,$246.51,$247.20,$242.51
03/16/2023,$245.00,1021261,$244.50,$245.20,$242.45
03/15/2023,$244.42,1271525,$241.88,$245.42,$241.53
03/14/2023,$242.00,846043,$241.655,$242.16,$239.60
03/13/2023,$240.57,1511452,$237.44,$242.74,$236.5922
03/10/2023,$237.74,789081,$238.74,$240.85,$236.65
03/09/2023,$238.62,774948,$240.35,$241.22,$237.50
03/08/2023,$238.98,668332,$239.33,$240.31,$237.94
03/07/2023,$238.35,670602,$240.00,$241.065,$238.09
03/06/2023,$239.88,924995,$238.00,$240.91,$237.08
03/03/2023,$238.40,881151,$238.50,$238.83,$236.31
03/02/2023,$238.40,704016,$236.96,$239.145,$236.26
03/01/2023,$236.65,743892,$236.32,$237.70,$234.0103
02/28/2023,$238.32,1194784,$238.56,$241.02,$237.83
02/27/2023,$239.22,711553,$239.87,$240.83,$238.52
02/24/2023,$239.02,749698,$239.99,$240.00,$237.71
02/23/2023,$240.47,766146,$239.86,$241.85,$238.57
02/22/2023,$239.86,940656,$241.49,$244.38,$239.17
02/21/2023,$240.90,1646837,$241.32,$242.89,$238.355
02/17/2023,$240.69,1405027,$235.80,$240.70,$234.92
02/16/2023,$235.22,954649,$235.23,$236.42,$233.2175
02/15/2023,$237.47,932109,$238.80,$238.85,$236.235
02/14/2023,$238.90,757543,$240.50,$241.88,$238.76
02/13/2023,$239.91,931417,$239.30,$240.44,$238.77
02/10/2023,$239.10,922410,$235.94,$239.68,$235.12
02/09/2023,$235.15,1050415,$234.83,$236.06,$233.28
02/08/2023,$234.84,1002752,$237.10,$237.115,$233.49
02/07/2023,$237.11,1630562,$238.14,$238.5118,$235.59
02/06/2023,$240.53,2165580,$237.00,$242.255,$236.505
02/03/2023,$236.28,1503984,$235.16,$236.49,$230.845
02/02/2023,$234.42,2072543,$226.54,$235.40,$225.95
02/01/2023,$225.30,1477770,$222.33,$226.30,$222.33
01/31/2023,$224.60,1378302,$224.01,$224.60,$222.0484
01/30/2023,$223.19,998748,$220.25,$223.63,$220.25
01/27/2023,$218.76,806536,$220.00,$220.035,$217.77
01/26/2023,$220.01,823407,$220.47,$220.72,$217.39
01/25/2023,$220.99,906193,$219.69,$221.06,$217.775
01/24/2023,$220.29,1131608,$216.32,$220.58,$215.21
01/23/2023,$217.04,1219597,$214.92,$219.77,$214.67
01/20/2023,$214.52,1298288,$216.35,$216.73,$213.045
01/19/2023,$216.12,1226384,$216.37,$217.9003,$215.20
01/18/2023,$216.77,1092090,$226.07,$226.17,$216.73
01/17/2023,$226.16,1114482,$227.99,$230.82,$225.80
01/13/2023,$226.61,622204,$224.49,$226.69,$223.90
01/12/2023,$224.19,794628,$226.65,$226.80,$223.67
01/11/2023,$226.59,1054000,$225.42,$226.66,$223.885
01/10/2023,$224.78,750710,$225.97,$227.64,$224.46
01/09/2023,$225.39,884018,$225.02,$227.93,$224.10
01/06/2023,$225.65,945806,$222.98,$226.69,$222.98
01/05/2023,$223.08,939399,$223.52,$224.35,$221.85
01/04/2023,$223.27,1394287,$226.84,$226.84,$221.47
01/03/2023,$226.93,1160861,$230.44,$230.50,$224.86
12/30/2022,$231.57,441385,$233.07,$233.42,$229.83
12/29/2022,$233.25,570311,$233.70,$233.96,$231.825
12/28/2022,$232.87,416828,$236.42,$236.48,$232.75
12/27/2022,$235.73,497258,$236.38,$237.11,$235.39
12/23/2022,$235.88,354062,$234.87,$235.97,$233.815
12/22/2022,$234.93,433119,$234.87,$235.90,$232.74
12/21/2022,$234.98,430791,$234.74,$236.87,$233.93
12/20/2022,$233.65,653656,$234.47,$235.26,$232.12
12/19/2022,$234.89,698296,$235.00,$237.75,$233.715
12/16/2022,$235.00,1569047,$233.01,$236.29,$232.405
12/15/2022,$234.14,790798,$234.87,$235.70,$232.505
12/14/2022,$236.01,681885,$236.77,$239.325,$235.24
12/13/2022,$236.33,1357631,$239.32,$239.43,$235.30
12/12/2022,$239.29,894400,$237.24,$239.29,$235.835
12/09/2022,$236.77,1013938,$241.18,$242.635,$236.65
12/08/2022,$241.31,1334252,$237.55,$242.46,$237.15
12/07/2022,$236.69,1018651,$234.38,$236.92,$234.20
12/06/2022,$232.56,709952,$233.31,$235.00,$230.51
12/05/2022,$233.25,539674,$232.15,$233.481,$231.59
12/02/2022,$234.73,741293,$231.55,$234.89,$231.37
12/01/2022,$231.88,913784,$235.60,$235.665,$231.00
11/30/2022,$235.17,1638833,$230.21,$235.20,$228.49
11/29/2022,$230.49,755369,$232.01,$232.59,$228.54
11/28/2022,$232.63,706309,$233.84,$234.74,$232.09
11/25/2022,$233.76,281755,$233.22,$233.93,$231.94
11/23/2022,$232.17,859652,$232.71,$233.24,$230.64
11/22/2022,$232.19,858940,$233.27,$234.83,$231.29
11/21/2022,$232.13,1373559,$226.11,$232.54,$225.21
11/18/2022,$225.21,1219852,$222.27,$225.82,$222.27
11/17/2022,$221.62,889602,$221.34,$224.12,$220.77
11/16/2022,$223.15,1214850,$218.78,$225.465,$218.78
11/15/2022,$217.31,1249658,$219.01,$219.64,$215.40
11/14/2022,$218.12,1371605,$220.26,$222.93,$218.11
11/11/2022,$218.88,2677681,$225.07,$226.21,$211.49
11/10/2022,$226.30,1828343,$234.64,$234.68,$221.29
11/09/2022,$230.72,808490,$230.64,$232.835,$229.86
11/08/2022,$231.07,959737,$229.32,$233.37,$229.24
11/07/2022,$229.30,904891,$229.87,$232.2699,$227.56
11/04/2022,$229.03,1833717,$234.40,$234.6682,$224.525
11/03/2022,$232.09,1412842,$234.35,$235.18,$231.63
11/02/2022,$235.11,1155715,$237.95,$239.70,$234.94
11/01/2022,$237.76,847133,$238.38,$240.51,$236.94
10/31/2022,$238.77,958512,$240.02,$241.45,$238.36
10/28/2022,$239.96,863083,$234.86,$240.54,$234.595
10/27/2022,$234.43,972080,$233.58,$236.34,$233.00
10/26/2022,$232.79,875863,$235.01,$236.00,$231.79
10/25/2022,$234.12,1069786,$232.99,$234.335,$231.94
10/24/2022,$231.96,653241,$230.00,$232.95,$229.89
10/21/2022,$228.22,705154,$224.64,$228.454,$223.52
10/20/2022,$224.74,626092,$226.84,$227.11,$223.85
10/19/2022,$226.26,913315,$227.48,$228.46,$224.06
10/18/2022,$227.31,1013992,$227.59,$228.4782,$225.60
10/17/2022,$225.72,754793,$224.16,$225.97,$223.97
10/14/2022,$222.71,854495,$228.32,$228.32,$221.77
10/13/2022,$227.80,807768,$222.23,$228.72,$221.04
10/12/2022,$224.53,943677,$225.93,$227.39,$224.475
10/11/2022,$225.46,839403,$223.51,$226.74,$223.315
10/10/2022,$223.55,594474,$221.52,$224.24,$221.2135
10/07/2022,$220.52,947288,$220.69,$221.56,$219.17
10/06/2022,$220.65,755513,$224.83,$226.4825,$219.76
10/05/2022,$225.09,835558,$225.33,$226.67,$221.92
10/04/2022,$225.67,949852,$225.32,$228.2165,$224.32
10/03/2022,$224.56,1183201,$222.07,$225.27,$220.27
09/30/2022,$220.47,1252999,$224.13,$224.67,$220.12
09/29/2022,$223.80,846284,$225.99,$226.94,$222.40
09/28/2022,$226.30,839613,$222.69,$227.54,$220.45
09/27/2022,$221.43,789790,$224.82,$226.45,$220.20
09/26/2022,$223.78,955798,$223.20,$226.81,$222.14
09/23/2022,$223.94,723720,$224.25,$225.08,$221.56
09/22/2022,$225.52,760512,$223.32,$226.88,$222.81
09/21/2022,$223.41,755241,$223.19,$226.65,$223.19
09/20/2022,$222.47,850134,$221.47,$223.07,$220.415
09/19/2022,$222.87,674075,$219.39,$223.19,$218.642
09/16/2022,$219.89,1306420,$218.72,$220.66,$218.70
09/15/2022,$219.62,1127079,$221.60,$221.60,$217.68
09/14/2022,$221.75,735201,$222.26,$223.23,$220.90
09/13/2022,$222.90,958529,$225.29,$226.76,$222.10
09/12/2022,$227.18,650582,$226.72,$227.94,$225.77
09/09/2022,$226.25,714041,$225.77,$228.09,$224.58
09/08/2022,$225.48,748552,$226.14,$227.14,$223.17
09/07/2022,$228.25,858505,$222.65,$228.64,$222.65
09/06/2022,$222.75,994369,$226.02,$226.8699,$222.34
09/02/2022,$224.05,720547,$228.39,$229.73,$223.40
09/01/2022,$227.56,877065,$223.96,$227.59,$222.16
08/31/2022,$224.67,850519,$225.68,$228.80,$224.65
08/30/2022,$226.21,549504,$227.12,$228.285,$225.725
08/29/2022,$227.89,757693,$227.15,$229.13,$225.51
08/26/2022,$228.67,512547,$232.77,$233.23,$228.34
08/25/2022,$233.36,543191,$233.61,$233.675,$231.2668
08/24/2022,$233.38,741318,$233.33,$234.56,$232.33
08/23/2022,$232.56,1010771,$231.10,$232.82,$230.545
08/22/2022,$231.42,607689,$232.46,$233.61,$230.33
08/19/2022,$233.18,916806,$231.26,$234.2815,$230.51
08/18/2022,$230.65,568475,$229.59,$231.21,$229.0201
08/17/2022,$230.48,445375,$230.70,$231.535,$230.10
08/16/2022,$230.72,603993,$229.51,$231.94,$229.51
08/15/2022,$230.32,1131190,$225.06,$230.73,$225.06
08/12/2022,$225.76,690703,$225.66,$226.30,$223.89
08/11/2022,$225.18,767055,$227.00,$227.75,$224.91
08/10/2022,$226.46,629931,$229.00,$229.14,$225.17
08/09/2022,$228.29,562085,$227.04,$228.93,$226.701
08/08/2022,$226.34,523671,$227.37,$227.99,$225.60
08/05/2022,$227.11,670157,$225.19,$227.22,$222.95
08/04/2022,$225.24,648560,$227.77,$228.36,$225.05
08/03/2022,$228.12,931793,$228.18,$228.60,$225.83
08/02/2022,$229.16,1282063,$230.84,$231.96,$228.79
08/01/2022,$229.78,873359,$227.54,$230.96,$227.34
07/29/2022,$227.96,1532720,$224.92,$231.56,$224.81
07/28/2022,$224.27,1227859,$220.17,$224.60,$219.565
07/27/2022,$218.23,1116026,$217.93,$218.525,$214.43
07/26/2022,$218.01,1115976,$215.98,$218.28,$215.11
07/25/2022,$216.86,910237,$216.46,$217.91,$215.70
07/22/2022,$215.92,837295,$216.56,$216.8201,$214.85
07/21/2022,$215.91,720450,$215.46,$216.92,$214.685
07/20/2022,$215.38,707815,$216.25,$217.0099,$214.09
07/19/2022,$216.11,643847,$216.19,$216.795,$215.26
07/18/2022,$215.06,973030,$216.15,$216.95,$214.37
07/15/2022,$216.80,703052,$219.20,$219.20,$216.02
07/14/2022,$217.87,596437,$215.71,$218.155,$215.44
07/13/2022,$219.78,886803,$219.47,$221.77,$219.29
07/12/2022,$220.13,769941,$220.50,$222.52,$219.08
07/11/2022,$220.50,582508,$219.73,$222.31,$219.73
07/08/2022,$219.79,670601,$220.93,$221.85,$219.14
07/07/2022,$219.93,963073,$220.49,$221.14,$217.94
07/06/2022,$220.64,1279405,$218.99,$221.81,$218.8495
07/05/2022,$218.34,822171,$220.20,$221.27,$215.47
07/01/2022,$221.00,1107546,$215.39,$221.16,$214.703
06/30/2022,$215.16,2047034,$218.00,$218.98,$214.2209
06/29/2022,$218.91,1699923,$219.04,$220.43,$218.14
06/28/2022,$218.42,1058931,$221.17,$222.49,$217.75
06/27/2022,$220.96,1050275,$220.90,$222.6499,$219.52
06/24/2022,$220.96,1154356,$218.00,$221.00,$217.22
06/23/2022,$218.11,804275,$216.03,$219.12,$215.03
06/22/2022,$214.90,991951,$213.97,$216.8299,$211.96
06/21/2022,$215.07,1187073,$208.03,$215.88,$208.03
06/17/2022,$206.03,2002118,$202.89,$206.49,$202.45
06/16/2022,$202.26,1022059,$204.00,$206.39,$201.63
06/15/2022,$206.19,956090,$207.68,$210.22,$204.79
06/14/2022,$206.79,1185717,$211.53,$211.94,$205.09
06/13/2022,$210.06,1468471,$211.15,$212.98,$209.40
06/10/2022,$213.35,1447518,$207.65,$214.58,$206.7888
06/09/2022,$209.45,769866,$210.96,$212.75,$209.36
06/08/2022,$210.55,597088,$210.89,$212.12,$209.7643
06/07/2022,$211.77,825560,$209.15,$211.86,$209.15
06/06/2022,$211.41,753204,$210.06,$211.98,$209.54
06/03/2022,$209.18,722918,$208.35,$209.94,$207.285
06/02/2022,$209.23,1005036,$209.97,$210.07,$204.50
06/01/2022,$209.69,1035292,$212.00,$212.3031,$207.80
05/31/2022,$211.71,1493056,$212.11,$213.04,$208.2701
05/27/2022,$212.61,916976,$209.60,$212.61,$209.39
05/26/2022,$209.54,1161138,$211.62,$213.35,$209.28
05/25/2022,$211.43,1174309,$213.45,$213.76,$210.39
05/24/2022,$213.45,859778,$210.32,$213.78,$209.75
05/23/2022,$209.25,976297,$209.56,$210.81,$207.56
05/20/2022,$206.98,1320141,$206.47,$207.66,$202.88
05/19/2022,$205.12,1635412,$204.46,$206.7861,$201.42
05/18/2022,$207.69,1749373,$224.72,$225.09,$207.14
05/17/2022,$225.41,1247092,$228.83,$228.9999,$222.245
05/16/2022,$229.32,1061823,$227.14,$229.635,$225.5788
05/13/2022,$225.91,1842169,$223.36,$226.26,$221.34
05/12/2022,$222.53,1397940,$224.00,$225.84,$221.01
05/11/2022,$224.63,1003561,$222.23,$227.335,$222.13
05/10/2022,$223.15,1426851,$223.73,$225.865,$221.85
05/09/2022,$223.20,1269149,$224.75,$226.80,$222.31
05/06/2022,$226.05,1445885,$223.02,$226.88,$223.02
05/05/2022,$223.84,1419636,$224.50,$227.175,$222.70
05/04/2022,$225.33,1287086,$220.15,$225.48,$220.15
05/03/2022,$220.07,1466379,$218.06,$221.80,$218.06
05/02/2022,$217.53,1635027,$226.73,$228.00,$215.76
04/29/2022,$225.77,1366202,$227.17,$229.21,$225.54
04/28/2022,$227.98,1376593,$228.25,$228.59,$222.74
04/27/2022,$222.24,1386884,$221.32,$224.48,$219.43
04/26/2022,$220.13,1187158,$224.71,$226.23,$219.98
04/25/2022,$224.98,1308081,$224.14,$225.705,$221.07
04/22/2022,$224.14,1163049,$228.78,$229.80,$223.96
04/21/2022,$228.79,861253,$229.45,$231.595,$228.07
04/20/2022,$229.68,890104,$226.93,$230.995,$226.93
04/19/2022,$226.98,880153,$224.16,$227.389,$224.02
04/18/2022,$224.41,658374,$225.50,$227.22,$223.80
04/14/2022,$225.98,850742,$226.31,$228.46,$225.01
04/13/2022,$225.58,873861,$225.72,$227.49,$223.05
04/12/2022,$226.02,1258540,$224.04,$227.68,$222.53
04/11/2022,$223.93,746639,$224.93,$226.45,$222.69
04/08/2022,$223.72,1073287,$223.14,$224.75,$220.87
04/07/2022,$222.71,1101493,$221.95,$223.45,$221.41
04/06/2022,$221.75,1203320,$218.99,$221.81,$218.51
04/05/2022,$218.41,923103,$216.41,$221.50,$216.41
04/04/2022,$216.52,1046850,$218.32,$218.385,$214.11
04/01/2022,$218.77,1131332,$216.83,$218.91,$216.06
03/31/2022,$216.63,1075351,$216.64,$218.49,$216.29
03/30/2022,$216.65,602391,$214.55,$216.72,$213.275
03/29/2022,$214.74,895831,$214.65,$215.17,$212.2412
03/28/2022,$214.65,538383,$214.17,$214.92,$212.37
03/25/2022,$214.37,793705,$211.80,$214.84,$211.7162
03/24/2022,$211.24,727656,$209.06,$211.36,$208.10
03/23/2022,$207.76,652172,$208.89,$210.30,$206.56
03/22/2022,$208.30,700159,$208.35,$208.72,$206.56
03/21/2022,$208.36,662951,$207.33,$209.65,$206.39
03/18/2022,$206.73,1932036,$206.99,$207.055,$204.17
03/17/2022,$206.71,1077707,$206.47,$208.39,$204.93
03/16/2022,$205.70,1256455,$209.00,$209.57,$202.68
03/15/2022,$208.82,931841,$207.75,$208.86,$204.89
03/14/2022,$206.71,947253,$205.83,$207.65,$204.43
03/11/2022,$204.69,815415,$205.42,$208.16,$204.61
03/10/2022,$205.14,907678,$204.14,$206.10,$202.96
03/09/2022,$204.88,1109872,$206.10,$207.18,$202.38
03/08/2022,$204.01,1047414,$212.61,$213.64,$204.00
03/07/2022,$213.38,1672607,$211.07,$216.36,$211.07
03/04/2022,$212.82,1477469,$206.03,$213.18,$205.66
03/03/2022,$208.14,939818,$208.87,$210.41,$207.905
03/02/2022,$208.03,1289478,$203.57,$208.94,$203.15
03/01/2022,$204.86,1403648,$202.20,$206.13,$201.78
02/28/2022,$202.26,1293369,$201.61,$203.16,$200.30
02/25/2022,$204.32,1079986,$198.51,$204.59,$198.02
02/24/2022,$196.81,1331586,$201.07,$202.33,$193.09
02/23/2022,$202.57,920259,$202.62,$203.29,$201.02
02/22/2022,$202.03,1126189,$202.15,$203.00,$200.77
02/18/2022,$202.59,1107005,$201.55,$203.35,$200.71
02/17/2022,$202.03,1258117,$201.26,$203.36,$198.72
02/16/2022,$202.65,756076,$202.62,$203.99,$200.40
02/15/2022,$202.88,788207,$203.59,$205.88,$202.29
02/14/2022,$203.35,1051852,$205.46,$205.9214,$200.90
02/11/2022,$205.19,872469,$204.09,$206.00,$203.28
02/10/2022,$203.42,1117511,$202.61,$204.26,$202.01
02/09/2022,$203.64,1422873,$207.01,$207.82,$203.16
02/08/2022,$207.00,1166510,$205.46,$207.21,$204.08
02/07/2022,$204.71,1291347,$205.08,$205.83,$201.365
02/04/2022,$202.78,1251482,$203.66,$205.34,$201.29
02/03/2022,$203.92,1635143,$199.00,$206.16,$199.00
02/02/2022,$198.54,1406254,$196.31,$199.342,$195.98
02/01/2022,$195.73,878976,$197.30,$197.91,$194.415
01/31/2022,$197.07,824962,$195.74,$197.63,$195.00
01/28/2022,$196.83,889342,$193.52,$197.005,$191.00
01/27/2022,$194.37,1182016,$195.67,$197.72,$192.25
01/26/2022,$194.13,1251632,$194.48,$195.90,$192.92
01/25/2022,$194.77,1552561,$198.44,$198.96,$194.28
01/24/2022,$199.92,1879104,$200.12,$202.00,$195.91
01/21/2022,$200.35,1011430,$201.03,$202.89,$199.95
01/20/2022,$199.16,884586,$199.64,$200.49,$198.35
01/19/2022,$199.64,1389439,$199.15,$201.44,$198.86
01/18/2022,$198.32,1424264,$198.13,$199.06,$195.36
01/14/2022,$199.53,765886,$196.70,$199.9136,$195.4282
01/13/2022,$196.74,708483,$195.84,$197.30,$195.25
01/12/2022,$195.84,784739,$194.00,$196.25,$193.08
01/11/2022,$194.03,725854,$194.17,$194.395,$191.87
01/10/2022,$194.64,846180,$196.21,$197.69,$193.44
01/07/2022,$195.85,998251,$196.45,$197.20,$195.32
01/06/2022,$196.57,710558,$197.58,$198.635,$196.14
01/05/2022,$197.00,963412,$195.70,$198.17,$195.69
01/04/2022,$194.86,721591,$193.38,$196.18,$193.09
01/03/2022,$193.21,798617,$192.88,$193.4699,$190.93
12/31/2021,$193.47,537991,$190.95,$194.01,$190.95
12/30/2021,$191.27,313794,$192.59,$192.59,$191.04
12/29/2021,$191.82,413429,$191.01,$192.6996,$190.4952
12/28/2021,$190.97,401411,$189.91,$191.29,$189.91
12/27/2021,$189.88,282274,$188.69,$189.93,$188.17
12/23/2021,$188.46,292114,$189.28,$190.045,$188.29
12/22/2021,$188.87,549506,$187.98,$189.20,$187.275
12/21/2021,$187.33,599552,$187.74,$189.41,$186.0848
12/20/2021,$187.79,568206,$186.66,$188.08,$185.72
12/17/2021,$187.62,1694606,$191.38,$192.66,$187.27
12/16/2021,$192.13,958946,$189.77,$192.66,$189.37
12/15/2021,$189.77,796797,$187.94,$190.42,$187.94
12/14/2021,$187.69,770575,$188.95,$189.42,$186.85
12/13/2021,$188.65,731666,$186.20,$189.4999,$185.17
12/10/2021,$186.51,659074,$184.66,$186.77,$183.99
12/09/2021,$183.50,701411,$183.15,$184.66,$182.51
12/08/2021,$183.22,1010272,$181.95,$183.51,$180.58
12/07/2021,$182.00,735305,$180.78,$183.275,$179.89
12/06/2021,$180.70,975258,$181.19,$182.01,$180.265
12/03/2021,$179.61,944499,$178.03,$179.935,$177.7394
12/02/2021,$176.69,921525,$176.19,$178.2299,$175.775
12/01/2021,$175.51,1263670,$178.81,$179.37,$175.08
11/30/2021,$177.49,3210301,$178.10,$179.32,$176.25
11/29/2021,$179.16,1057190,$178.56,$179.92,$176.965
11/26/2021,$177.92,609475,$180.43,$181.77,$177.47
11/24/2021,$180.97,708252,$182.21,$182.55,$180.22
11/23/2021,$182.21,1283747,$181.27,$183.73,$181.27
11/22/2021,$181.15,750545,$178.76,$182.48,$177.92
11/19/2021,$179.33,1277719,$181.00,$181.4199,$178.79
11/18/2021,$180.11,840274,$178.42,$180.54,$177.99
11/17/2021,$179.30,645435,$177.72,$179.75,$177.44
11/16/2021,$177.72,745773,$177.89,$179.05,$177.59
11/15/2021,$177.47,659120,$178.09,$178.48,$176.62
11/12/2021,$177.69,564745,$178.85,$178.97,$177.46
11/11/2021,$178.35,433210,$179.55,$179.55,$177.49
11/10/2021,$179.56,874235,$176.70,$180.00,$176.11
11/09/2021,$176.18,763845,$174.28,$176.20,$174.09
11/08/2021,$174.74,560702,$175.87,$175.87,$173.115
11/05/2021,$175.39,900500,$175.93,$177.06,$174.95
11/04/2021,$175.37,600035,$176.37,$176.85,$174.41
11/03/2021,$176.56,618395,$175.51,$177.00,$174.89
11/02/2021,$175.50,709733,$175.27,$176.27,$172.721
11/01/2021,$174.68,753331,$175.40,$176.20,$173.93
10/29/2021,$175.35,1043762,$176.22,$178.25,$174.39
10/28/2021,$179.40,1900914,$178.80,$181.92,$178.00
10/27/2021,$179.51,1025020,$182.42,$182.6025,$178.61
10/26/2021,$181.71,692413,$180.88,$182.32,$180.22
10/25/2021,$180.23,597356,$182.04,$182.07,$180.11
10/22/2021,$182.10,481866,$180.32,$182.69,$180.10
10/21/2021,$180.30,543105,$181.84,$181.84,$179.64
10/20/2021,$180.19,610491,$179.90,$181.015,$179.73
10/19/2021,$179.70,657855,$178.82,$180.24,$178.37
10/18/2021,$178.73,743320,$179.65,$179.9607,$178.42
10/15/2021,$179.61,2607621,$182.17,$182.25,$179.05
10/14/2021,$182.21,843990,$181.00,$182.23,$179.86
10/13/2021,$180.15,858175,$179.93,$180.605,$177.28
10/12/2021,$179.50,1523023,$178.53,$180.6406,$177.74
10/11/2021,$178.21,849494,$177.68,$178.96,$177.22
10/08/2021,$177.75,639229,$178.15,$178.80,$177.03
10/07/2021,$178.05,1367104,$179.12,$181.03,$177.44
10/06/2021,$178.55,1344952,$174.23,$178.93,$173.5501
10/05/2021,$174.47,1099034,$172.68,$175.815,$171.65
10/04/2021,$171.56,1120954,$171.18,$172.93,$169.73
10/01/2021,$170.78,814547,$170.01,$171.675,$168.72
09/30/2021,$169.25,795198,$172.65,$172.83,$169.24
09/29/2021,$171.90,748696,$169.20,$172.76,$169.17
09/28/2021,$168.68,830510,$170.50,$170.91,$167.80
09/27/2021,$170.90,694972,$173.75,$175.05,$170.63
09/24/2021,$174.04,817201,$173.58,$175.13,$173.0918
09/23/2021,$173.07,741244,$172.79,$174.67,$172.3644
09/22/2021,$172.39,768703,$172.80,$173.22,$170.69
09/21/2021,$171.78,662141,$173.95,$174.77,$171.62
09/20/2021,$173.43,629030,$174.32,$175.23,$171.89
09/17/2021,$175.07,1278371,$175.04,$176.21,$174.665
09/16/2021,$175.56,498741,$175.14,$176.29,$173.79
09/15/2021,$175.08,516322,$174.29,$176.28,$174.22
09/14/2021,$174.55,648081,$175.47,$175.95,$174.10
09/13/2021,$175.48,475833,$175.57,$177.27,$175.36
09/10/2021,$175.06,570565,$175.32,$175.85,$174.2915
09/09/2021,$175.40,623532,$176.58,$176.68,$174.995
09/08/2021,$176.63,744592,$173.72,$176.75,$173.29
09/07/2021,$173.73,687418,$177.93,$177.93,$173.63
09/03/2021,$177.99,462910,$178.17,$178.35,$176.81
09/02/2021,$178.22,545934,$178.30,$179.165,$177.425
09/01/2021,$178.22,526139,$178.25,$178.55,$176.77
08/31/2021,$177.70,1127877,$176.385,$178.00,$176.20
08/30/2021,$176.53,596971,$175.27,$177.49,$175.27
08/27/2021,$175.63,570310,$175.67,$176.285,$174.66
08/26/2021,$175.11,518574,$175.14,$175.83,$174.47
